IMDBid,Ceremony,Year,Class,CanonicalCategory,Category,NomId,Film,Name,Nominees,NomineeIds,Winner,Detail,Note,Citation,MultifilmNomination
0069467,46,1973,Title,BEST PICTURE,BEST PICTURE,an0050429,Cries and Whispers,"Ingmar Bergman, Producer",Ingmar Bergman,nm0000005,,,,,
0070047,46,1973,Title,BEST PICTURE,BEST PICTURE,an0050430,The Exorcist,"William Peter Blatty, Producer",William Peter Blatty,nm0087861,,,,,
0070735,46,1973,Title,BEST PICTURE,BEST PICTURE,an0050427,The Sting,"Tony Bill, Michael Phillips and Julia Phillips, Producers","Tony Bill, Michael Phillips, Julia Phillips","nm0082300,nm0680635,nm0680539",True,,,,
0070819,46,1973,Title,BEST PICTURE,BEST PICTURE,an0050431,A Touch of Class,"Melvin Frank, Producer",Melvin Frank,nm0291035,,,,,
0071315,47,1974,Title,BEST PICTURE,BEST PICTURE,an0053328,Chinatown,"Robert Evans, Producer",Robert Evans,nm0263172,,,,,
0071360,47,1974,Title,BEST PICTURE,BEST PICTURE,an0053329,The Conversation,"Francis Ford Coppola, Producer; Fred Roos, Co-Producer","Francis Ford Coppola, Fred Roos","nm0000338,nm0740407",,,,,
0071562,47,1974,Title,BEST PICTURE,BEST PICTURE,an0053327,The Godfather Part II,"Francis Ford Coppola, Producer; Gray Frederickson and Fred Roos, Co-Producers","Francis Ford Coppola, Gray Frederickson, Fred Roos","nm0000338,nm0292875,nm0740407",True,,,,
0071746,47,1974,Title,BEST PICTURE,BEST PICTURE,an0053330,Lenny,"Marvin Worth, Producer",Marvin Worth,nm0941703,,,,,
0072308,47,1974,Title,BEST PICTURE,BEST PICTURE,an0053331,The Towering Inferno,"Irwin Allen, Producer",Irwin Allen,nm0000740,,,,,
0072684,48,1975,Title,BEST PICTURE,BEST PICTURE,an0051287,Barry Lyndon,"Stanley Kubrick, Producer",Stanley Kubrick,nm0000040,,,,,
0072890,48,1975,Title,BEST PICTURE,BEST PICTURE,an0051288,Dog Day Afternoon,"Martin Bregman and Martin Elfand, Producers","Martin Bregman, Martin Elfand","nm0106840,nm0253292",,,,,
0073195,48,1975,Title,BEST PICTURE,BEST PICTURE,an0051289,Jaws,"Richard D. Zanuck and David Brown, Producers","Richard D. Zanuck, David Brown","nm0005573,nm0113360",,,,,
0073440,48,1975,Title,BEST PICTURE,BEST PICTURE,an0051290,Nashville,"Robert Altman, Producer",Robert Altman,nm0000265,,,,,
0073486,48,1975,Title,BEST PICTURE,BEST PICTURE,an0051286,One Flew over the Cuckoo's Nest,"Saul Zaentz and Michael Douglas, Producers","Saul Zaentz, Michael Douglas","nm0951763,nm0000140",True,,,,
0074119,49,1976,Title,BEST PICTURE,BEST PICTURE,an0054531,All the President's Men,"Walter Coblenz, Producer",Walter Coblenz,nm0003144,,,,,
0074235,49,1976,Title,BEST PICTURE,BEST PICTURE,an0054532,Bound for Glory,"Robert F. Blumofe and Harold Leventhal, Producers","Robert F. Blumofe, Harold Leventhal","nm0089868,nm0505294",,,,,
0074958,49,1976,Title,BEST PICTURE,BEST PICTURE,an0054533,Network,"Howard Gottfried, Producer",Howard Gottfried,nm0331907,,,,,
0075148,49,1976,Title,BEST PICTURE,BEST PICTURE,an0054530,Rocky,"Irwin Winkler and Robert Chartoff, Producers","Irwin Winkler, Robert Chartoff","nm0005563,nm0153590",True,,,,
0075314,49,1976,Title,BEST PICTURE,BEST PICTURE,an0054534,Taxi Driver,"Michael Phillips and Julia Phillips, Producers","Michael Phillips, Julia Phillips","nm0680635,nm0680539",,,,,
0075686,50,1977,Title,BEST PICTURE,BEST PICTURE,an0050994,Annie Hall,"Charles H. Joffe, Producer",Charles H. Joffe,nm0423618,True,,,,
0076095,50,1977,Title,BEST PICTURE,BEST PICTURE,an0050995,The Goodbye Girl,"Ray Stark, Producer",Ray Stark,nm0823256,,,,,
0076245,50,1977,Title,BEST PICTURE,BEST PICTURE,an0050996,Julia,"Richard Roth, Producer",Richard Roth,nm10607011,,,,,
0076759,50,1977,Title,BEST PICTURE,BEST PICTURE,an0050997,Star Wars,"Gary Kurtz, Producer",Gary Kurtz,nm0476030,,,,,
0076843,50,1977,Title,BEST PICTURE,BEST PICTURE,an0050998,The Turning Point,"Herbert Ross and Arthur Laurents, Producers","Herbert Ross, Arthur Laurents","nm0006889,nm0491306",,,,,
0077362,51,1978,Title,BEST PICTURE,BEST PICTURE,an0050120,Coming Home,"Jerome Hellman, Producer",Jerome Hellman,nm0375477,,,,,
0077416,51,1978,Title,BEST PICTURE,BEST PICTURE,an0050119,The Deer Hunter,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers","Barry Spikings, Michael Deeley, Michael Cimino, John Peverall","nm0818731,nm0214303,nm0001047,nm0678911",True,,,,
0077663,51,1978,Title,BEST PICTURE,BEST PICTURE,an0050121,Heaven Can Wait,"Warren Beatty, Producer",Warren Beatty,nm0000886,,,,,
0077928,51,1978,Title,BEST PICTURE,BEST PICTURE,an0050122,Midnight Express,"Alan Marshall and David Puttnam, Producers","Alan Marshall, David Puttnam","nm0550728,nm0701298",,,,,
0078444,51,1978,Title,BEST PICTURE,BEST PICTURE,an0050123,An Unmarried Woman,"Paul Mazursky and Tony Ray, Producers","Paul Mazursky, Tony Ray","nm0005196,nm0712743",,,,,
0078754,52,1979,Title,BEST PICTURE,BEST PICTURE,an0057069,All That Jazz,"Robert Alan Aurthur, Producer",Robert Alan Aurthur,nm0015899,,,,,
0078788,52,1979,Title,BEST PICTURE,BEST PICTURE,an0057070,Apocalypse Now,"Francis Coppola, Producer; Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers","Francis Coppola, Fred Roos, Gray Frederickson, Tom Sternberg","nm0000338,nm0740407,nm0292875,nm0827923",,,,,
0078902,52,1979,Title,BEST PICTURE,BEST PICTURE,an0057071,Breaking Away,"Peter Yates, Producer",Peter Yates,nm0946811,,,,,
0079417,52,1979,Title,BEST PICTURE,BEST PICTURE,an0057068,Kramer vs. Kramer,"Stanley R. Jaffe, Producer",Stanley R. Jaffe,nm0415494,True,,,,
0079638,52,1979,Title,BEST PICTURE,BEST PICTURE,an0057072,Norma Rae,"Tamara Asseyev and Alex Rose, Producers","Tamara Asseyev, Alex Rose","nm0039834,nm0741228",,,,,
0080549,53,1980,Title,BEST PICTURE,BEST PICTURE,an0054774,Coal Miner's Daughter,"Bernard Schwartz, Producer",Bernard Schwartz,nm0193533,,,,,
0080678,53,1980,Title,BEST PICTURE,BEST PICTURE,an0054775,The Elephant Man,"Jonathan Sanger, Producer",Jonathan Sanger,nm0762674,,,,,
0081283,53,1980,Title,BEST PICTURE,BEST PICTURE,an0054773,Ordinary People,"Ronald L. Schwary, Producer",Ronald L. Schwary,nm0777531,True,,,,
0081398,53,1980,Title,BEST PICTURE,BEST PICTURE,an0054776,Raging Bull,"Irwin Winkler and Robert Chartoff, Producers","Irwin Winkler, Robert Chartoff","nm0005563,nm0153590",,,,,
0080009,53,1980,Title,BEST PICTURE,BEST PICTURE,an0054777,Tess,"Claude Berri, Producer; Timothy Burrill, Co-Producer","Claude Berri, Timothy Burrill","nm0001945,nm0123135",,,,,
0080388,54,1981,Title,BEST PICTURE,BEST PICTURE,an0049722,Atlantic City,"Denis Heroux and John Kemeny, Producers","Denis Heroux, John Kemeny","nm0405759,nm0447190",,,,,
0082158,54,1981,Title,BEST PICTURE,BEST PICTURE,an0049721,Chariots of Fire,"David Puttnam, Producer",David Puttnam,nm0701298,True,,,,
0082846,54,1981,Title,BEST PICTURE,BEST PICTURE,an0049723,On Golden Pond,"Bruce Gilbert, Producer",Bruce Gilbert,nm0317982,,,,,
0082971,54,1981,Title,BEST PICTURE,BEST PICTURE,an0049724,Raiders of the Lost Ark,"Frank Marshall, Producer",Frank Marshall,nm0550881,,,,,
0082979,54,1981,Title,BEST PICTURE,BEST PICTURE,an0049725,Reds,"Warren Beatty, Producer",Warren Beatty,nm0000886,,,,,
0083866,55,1982,Title,BEST PICTURE,BEST PICTURE,an0051960,E.T. The Extra-Terrestrial,"Steven Spielberg and Kathleen Kennedy, Producers","Steven Spielberg, Kathleen Kennedy","nm0000229,nm0005086",,,,,
0083987,55,1982,Title,BEST PICTURE,BEST PICTURE,an0051959,Gandhi,"Richard Attenborough, Producer",Richard Attenborough,nm0000277,True,,,,
0084335,55,1982,Title,BEST PICTURE,BEST PICTURE,an0051961,Missing,"Edward Lewis and Mildred Lewis, Producers","Edward Lewis, Mildred Lewis","nm0507151,nm0507561",,,,,
0084805,55,1982,Title,BEST PICTURE,BEST PICTURE,an0051962,Tootsie,"Sydney Pollack and Dick Richards, Producers","Sydney Pollack, Dick Richards","nm0001628,nm0724059",,,,,
0084855,55,1982,Title,BEST PICTURE,BEST PICTURE,an0051963,The Verdict,"Richard D. Zanuck and David Brown, Producers","Richard D. Zanuck, David Brown","nm0005573,nm0113360",,,,,
0085244,56,1983,Title,BEST PICTURE,BEST PICTURE,an0052085,The Big Chill,"Michael Shamberg, Producer",Michael Shamberg,nm0787834,,,,,
0085461,56,1983,Title,BEST PICTURE,BEST PICTURE,an0052086,The Dresser,"Peter Yates, Producer",Peter Yates,nm0946811,,,,,
0086197,56,1983,Title,BEST PICTURE,BEST PICTURE,an0052087,The Right Stuff,"Irwin Winkler and Robert Chartoff, Producers","Irwin Winkler, Robert Chartoff","nm0005563,nm0153590",,,,,
0086423,56,1983,Title,BEST PICTURE,BEST PICTURE,an0052088,Tender Mercies,"Philip S. Hobel, Producer",Philip S. Hobel,nm0387666,,,,,
0086425,56,1983,Title,BEST PICTURE,BEST PICTURE,an0052084,Terms of Endearment,"James L. Brooks, Producer",James L. Brooks,nm0000985,True,,,,
0086879,57,1984,Title,BEST PICTURE,BEST PICTURE,an0052809,Amadeus,"Saul Zaentz, Producer",Saul Zaentz,nm0951763,True,,,,
0087553,57,1984,Title,BEST PICTURE,BEST PICTURE,an0052810,The Killing Fields,"David Puttnam, Producer",David Puttnam,nm0701298,,,,,
0087892,57,1984,Title,BEST PICTURE,BEST PICTURE,an0052811,A Passage to India,"John Brabourne and Richard Goodwin, Producers","John Brabourne, Richard Goodwin","nm0102646,nm0329545",,,,,
0087921,57,1984,Title,BEST PICTURE,BEST PICTURE,an0052812,Places in the Heart,"Arlene Donovan, Producer",Arlene Donovan,nm0232945,,,,,
0088146,57,1984,Title,BEST PICTURE,BEST PICTURE,an0052813,A Soldier's Story,"Norman Jewison, Ronald L. Schwary and Patrick Palmer, Producers","Norman Jewison, Ronald L. Schwary, Patrick Palmer","nm0422484,nm0777531,nm0658404",,,,,
0088939,58,1985,Title,BEST PICTURE,BEST PICTURE,an0048005,The Color Purple,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers","Steven Spielberg, Kathleen Kennedy, Frank Marshall, Quincy Jones","nm0000229,nm0005086,nm0550881,nm0005065",,,,,
0089424,58,1985,Title,BEST PICTURE,BEST PICTURE,an0048006,Kiss of the Spider Woman,"David Weisman, Producer",David Weisman,nm0918844,,,,,
0089755,58,1985,Title,BEST PICTURE,BEST PICTURE,an0048004,Out of Africa,"Sydney Pollack, Producer",Sydney Pollack,nm0001628,True,,,,
0089841,58,1985,Title,BEST PICTURE,BEST PICTURE,an0048007,Prizzi's Honor,"John Foreman, Producer",John Foreman,nm0286048,,,,,
0090329,58,1985,Title,BEST PICTURE,BEST PICTURE,an0048008,Witness,"Edward S. Feldman, Producer",Edward S. Feldman,nm0271026,,,,,
0090830,59,1986,Title,BEST PICTURE,BEST PICTURE,an0049143,Children of a Lesser God,"Burt Sugarman and Patrick Palmer, Producers","Burt Sugarman, Patrick Palmer","nm0837396,nm0658404",,,,,
0091167,59,1986,Title,BEST PICTURE,BEST PICTURE,an0049144,Hannah and Her Sisters,"Robert Greenhut, Producer",Robert Greenhut,nm0339086,,,,,
0091530,59,1986,Title,BEST PICTURE,BEST PICTURE,an0049145,The Mission,"Fernando Ghia and David Puttnam, Producers","Fernando Ghia, David Puttnam","nm0315721,nm0701298",,,,,
0091763,59,1986,Title,BEST PICTURE,BEST PICTURE,an0049142,Platoon,"Arnold Kopelson, Producer",Arnold Kopelson,nm0465745,True,,,,
0091867,59,1986,Title,BEST PICTURE,BEST PICTURE,an0049146,A Room with a View,"Ismail Merchant, Producer",Ismail Merchant,nm0580337,,,,,
0092699,60,1987,Title,BEST PICTURE,BEST PICTURE,an0050895,Broadcast News,"James L. Brooks, Producer",James L. Brooks,nm0000985,,,,,
0093010,60,1987,Title,BEST PICTURE,BEST PICTURE,an0050896,Fatal Attraction,"Stanley R. Jaffe and Sherry Lansing, Producers","Stanley R. Jaffe, Sherry Lansing","nm0415494,nm0005121",,,,,
0093209,60,1987,Title,BEST PICTURE,BEST PICTURE,an0050897,Hope and Glory,"John Boorman, Producer",John Boorman,nm0000958,,,,,
0093389,60,1987,Title,BEST PICTURE,BEST PICTURE,an0050894,The Last Emperor,"Jeremy Thomas, Producer",Jeremy Thomas,nm0859016,True,,,,
0093565,60,1987,Title,BEST PICTURE,BEST PICTURE,an0050898,Moonstruck,"Patrick Palmer and Norman Jewison, Producers","Patrick Palmer, Norman Jewison","nm0658404,nm0422484",,,,,
0094606,61,1988,Title,BEST PICTURE,BEST PICTURE,an0054297,The Accidental Tourist,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers","Lawrence Kasdan, Charles Okun, Michael Grillo","nm0001410,nm0645795,nm0342045",,,,,
0094947,61,1988,Title,BEST PICTURE,BEST PICTURE,an0054298,Dangerous Liaisons,"Norma Heyman and Hank Moonjean, Producers","Norma Heyman, Hank Moonjean","nm0382278,nm0600794",,,,,
0095647,61,1988,Title,BEST PICTURE,BEST PICTURE,an0054299,Mississippi Burning,"Frederick Zollo and Robert F. Colesberry, Producers","Frederick Zollo, Robert F. Colesberry","nm0957712,nm0171348",,,,,
0095953,61,1988,Title,BEST PICTURE,BEST PICTURE,an0054296,Rain Man,"Mark Johnson, Producer",Mark Johnson,nm0425741,True,,,,
0096463,61,1988,Title,BEST PICTURE,BEST PICTURE,an0054300,Working Girl,"Douglas Wick, Producer",Douglas Wick,nm0926824,,,,,
0096969,62,1989,Title,BEST PICTURE,BEST PICTURE,an0052707,Born on the Fourth of July,"A. Kitman Ho and Oliver Stone, Producers","A. Kitman Ho, Oliver Stone","nm0457715,nm0000231",,,,,
0097165,62,1989,Title,BEST PICTURE,BEST PICTURE,an0052708,Dead Poets Society,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers","Steven Haft, Paul Junger Witt, Tony Thomas","nm0353187,nm0432625,nm0859597",,,,,
0097239,62,1989,Title,BEST PICTURE,BEST PICTURE,an0052706,Driving Miss Daisy,"Richard D. Zanuck and Lili Fini Zanuck, Producers","Richard D. Zanuck, Lili Fini Zanuck","nm0005573,nm0005572",True,,,,
0097351,62,1989,Title,BEST PICTURE,BEST PICTURE,an0052709,Field of Dreams,"Lawrence Gordon and Charles Gordon, Producers","Lawrence Gordon, Charles Gordon","nm0330383,nm0330077",,,,,
0097937,62,1989,Title,BEST PICTURE,BEST PICTURE,an0052710,My Left Foot,"Noel Pearson, Producer",Noel Pearson,nm0669348,,,,,
0099077,63,1990,Title,BEST PICTURE,BEST PICTURE,an0053073,Awakenings,"Walter F. Parkes and Lawrence Lasker, Producers","Walter F. Parkes, Lawrence Lasker","nm0662748,nm0489623",,,,,
0099348,63,1990,Title,BEST PICTURE,BEST PICTURE,an0053072,Dances With Wolves,"Jim Wilson and Kevin Costner, Producers","Jim Wilson, Kevin Costner","nm0933604,nm0000126",True,,,,
0099653,63,1990,Title,BEST PICTURE,BEST PICTURE,an0053074,Ghost,"Lisa Weinstein, Producer",Lisa Weinstein,nm0918456,,,,,
0099674,63,1990,Title,BEST PICTURE,BEST PICTURE,an0053075,"The Godfather, Part III","Francis Ford Coppola, Producer",Francis Ford Coppola,nm0000338,,,,,
0099685,63,1990,Title,BEST PICTURE,BEST PICTURE,an0053076,Good Fellas,"Irwin Winkler, Producer",Irwin Winkler,nm0005563,,,,,
0101414,64,1991,Title,BEST PICTURE,BEST PICTURE,an0049432,Beauty and the Beast,"Don Hahn, Producer",Don Hahn,nm0353893,,,,,
0101516,64,1991,Title,BEST PICTURE,BEST PICTURE,an0049433,Bugsy,"Mark Johnson, Barry Levinson and Warren Beatty, Producers","Mark Johnson, Barry Levinson, Warren Beatty","nm0425741,nm0001469,nm0000886",,,,,
0102138,64,1991,Title,BEST PICTURE,BEST PICTURE,an0049434,JFK,"A. Kitman Ho and Oliver Stone, Producers","A. Kitman Ho, Oliver Stone","nm0457715,nm0000231",,,,,
0102713,64,1991,Title,BEST PICTURE,BEST PICTURE,an0049435,The Prince of Tides,"Barbra Streisand and Andrew Karsch, Producers","Barbra Streisand, Andrew Karsch","nm0000659,nm0440140",,,,,
0102926,64,1991,Title,BEST PICTURE,BEST PICTURE,an0049431,The Silence of the Lambs,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers","Edward Saxon, Kenneth Utt, Ron Bozman","nm0768324,nm0882588,nm0102508",True,,,,
0104036,65,1992,Title,BEST PICTURE,BEST PICTURE,an0050319,The Crying Game,"Stephen Woolley, Producer",Stephen Woolley,nm0941262,,,,,
0104257,65,1992,Title,BEST PICTURE,BEST PICTURE,an0050320,A Few Good Men,"David Brown, Rob Reiner and Andrew Scheinman, Producers","David Brown, Rob Reiner, Andrew Scheinman","nm0113360,nm0001661,nm0770650",,,,,
0104454,65,1992,Title,BEST PICTURE,BEST PICTURE,an0050321,Howards End,"Ismail Merchant, Producer",Ismail Merchant,nm0580337,,,,,
0105323,65,1992,Title,BEST PICTURE,BEST PICTURE,an0050322,Scent of a Woman,"Martin Brest, Producer",Martin Brest,nm0000976,,,,,
0105695,65,1992,Title,BEST PICTURE,BEST PICTURE,an0050318,Unforgiven,"Clint Eastwood, Producer",Clint Eastwood,nm0000142,True,,,,
0106977,66,1993,Title,BEST PICTURE,BEST PICTURE,an0049036,The Fugitive,"Arnold Kopelson, Producer",Arnold Kopelson,nm0465745,,,,,
0107207,66,1993,Title,BEST PICTURE,BEST PICTURE,an0049037,In the Name of the Father,"Jim Sheridan, Producer",Jim Sheridan,nm0006487,,,,,
0107822,66,1993,Title,BEST PICTURE,BEST PICTURE,an0049038,The Piano,"Jan Chapman, Producer",Jan Chapman,nm0152396,,,,,
0107943,66,1993,Title,BEST PICTURE,BEST PICTURE,an0049039,The Remains of the Day,"Mike Nichols, John Calley and Ismail Merchant, Producers","Mike Nichols, John Calley, Ismail Merchant","nm0001566,nm0130492,nm0580337",,,,,
0108052,66,1993,Title,BEST PICTURE,BEST PICTURE,an0049035,Schindler's List,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers","Steven Spielberg, Gerald R. Molen, Branko Lustig","nm0000229,nm0596520,nm0527322",True,,,,
0109830,67,1994,Title,BEST PICTURE,BEST PICTURE,an0053185,Forrest Gump,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers","Wendy Finerman, Steve Tisch, Steve Starkey","nm0277704,nm0005494,nm0823330",True,,,,
0109831,67,1994,Title,BEST PICTURE,BEST PICTURE,an0053186,Four Weddings and a Funeral,"Duncan Kenworthy, Producer",Duncan Kenworthy,nm0448953,,,,,
0110912,67,1994,Title,BEST PICTURE,BEST PICTURE,an0053187,Pulp Fiction,"Lawrence Bender, Producer",Lawrence Bender,nm0004744,,,,,
0110932,67,1994,Title,BEST PICTURE,BEST PICTURE,an0053188,Quiz Show,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers","Robert Redford, Michael Jacobs, Julian Krainin, Michael Nozik","nm0000602,nm0414551,nm0469313,nm0637602",,,,,
0111161,67,1994,Title,BEST PICTURE,BEST PICTURE,an0053189,The Shawshank Redemption,"Niki Marvin, Producer",Niki Marvin,nm0555550,,,,,
0112384,68,1995,Title,BEST PICTURE,BEST PICTURE,an0051099,Apollo 13,"Brian Grazer, Producer",Brian Grazer,nm0004976,,,,,
0112431,68,1995,Title,BEST PICTURE,BEST PICTURE,an0051100,Babe,"George Miller, Doug Mitchell and Bill Miller, Producers","George Miller, Doug Mitchell, Bill Miller","nm0004306,nm0593294,nm0587964",,,,,
0112573,68,1995,Title,BEST PICTURE,BEST PICTURE,an0051098,Braveheart,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers","Mel Gibson, Alan Ladd Jr., Bruce Davey","nm0000154,nm0480440,nm0202704",True,,,,
0110877,68,1995,Title,BEST PICTURE,BEST PICTURE,an0051101,The Postman (Il Postino),"Mario Cecchi Gori, Vittorio Cecchi Gori and Gaetano Daniele, Producers","Mario Cecchi Gori, Vittorio Cecchi Gori, Gaetano Daniele","nm0147601,nm0147603,nm0199760",,,,,
0114388,68,1995,Title,BEST PICTURE,BEST PICTURE,an0051102,Sense and Sensibility,"Lindsay Doran, Producer",Lindsay Doran,nm0233386,,,,,
0116209,69,1996,Title,BEST PICTURE,BEST PICTURE,an0047755,The English Patient,"Saul Zaentz, Producer",Saul Zaentz,nm0951763,True,,,,
0116282,69,1996,Title,BEST PICTURE,BEST PICTURE,an0047756,Fargo,"Ethan Coen, Producer",Ethan Coen,nm0001053,,,,,
0116695,69,1996,Title,BEST PICTURE,BEST PICTURE,an0047757,Jerry Maguire,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers","James L. Brooks, Laurence Mark, Richard Sakai, Cameron Crowe","nm0000985,nm0548257,nm0757017,nm0001081",,,,,
0117589,69,1996,Title,BEST PICTURE,BEST PICTURE,an0047758,Secrets & Lies,"Simon Channing-Williams, Producer",Simon Channing-Williams,nm0151925,,,,,
0117631,69,1996,Title,BEST PICTURE,BEST PICTURE,an0047759,Shine,"Jane Scott, Producer",Jane Scott,nm0779280,,,,,
0119822,70,1997,Title,BEST PICTURE,BEST PICTURE,an0048541,As Good as It Gets,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers","James L. Brooks, Bridget Johnson, Kristi Zea","nm0000985,nm0424660,nm0954034",,,,,
0119164,70,1997,Title,BEST PICTURE,BEST PICTURE,an0048542,The Full Monty,"Uberto Pasolini, Producer",Uberto Pasolini,nm0664667,,,,,
0119217,70,1997,Title,BEST PICTURE,BEST PICTURE,an0048543,Good Will Hunting,"Lawrence Bender, Producer",Lawrence Bender,nm0004744,,,,,
0119488,70,1997,Title,BEST PICTURE,BEST PICTURE,an0048544,L.A. Confidential,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers","Arnon Milchan, Curtis Hanson, Michael Nathanson","nm0586969,nm0000436,nm0622296",,,,,
0120338,70,1997,Title,BEST PICTURE,BEST PICTURE,an0048540,Titanic,"James Cameron and Jon Landau, Producers","James Cameron, Jon Landau","nm0000116,nm0484457",True,,,,
0127536,71,1998,Title,BEST PICTURE,BEST PICTURE,an0057175,Elizabeth,"Alison Owen, Eric Fellner and Tim Bevan, Producers","Alison Owen, Eric Fellner, Tim Bevan","nm0654077,nm0271479,nm0079677",,,,,
0118799,71,1998,Title,BEST PICTURE,BEST PICTURE,an0057176,Life Is Beautiful,"Elda Ferri and Gianluigi Braschi, Producers","Elda Ferri, Gianluigi Braschi","nm0274754,nm0105346",,,,,
0120815,71,1998,Title,BEST PICTURE,BEST PICTURE,an0057177,Saving Private Ryan,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers","Steven Spielberg, Ian Bryce, Mark Gordon, Gary Levinsohn","nm0000229,nm0117290,nm0330428,nm0506013",,,,,
0138097,71,1998,Title,BEST PICTURE,BEST PICTURE,an0057174,Shakespeare in Love,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers","David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, Marc Norman","nm0661406,nm0317642,nm0005544,nm0001880,nm0635565",True,,,,
0120863,71,1998,Title,BEST PICTURE,BEST PICTURE,an0057178,The Thin Red Line,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers","Robert Michael Geisler, John Roberdeau, Grant Hill","nm0312059,nm0730535,nm0384294",,,,,
0169547,72,1999,Title,BEST PICTURE,BEST PICTURE,an0055159,American Beauty,"Bruce Cohen and Dan Jinks, Producers","Bruce Cohen, Dan Jinks","nm0169260,nm0423134",True,,,,
0124315,72,1999,Title,BEST PICTURE,BEST PICTURE,an0055160,The Cider House Rules,"Richard N. Gladstein, Producer",Richard N. Gladstein,nm0321621,,,,,
0120689,72,1999,Title,BEST PICTURE,BEST PICTURE,an0055161,The Green Mile,"David Valdes and Frank Darabont, Producers","David Valdes, Frank Darabont","nm0883603,nm0001104",,,,,
0140352,72,1999,Title,BEST PICTURE,BEST PICTURE,an0055162,The Insider,"Michael Mann and Pieter Jan Brugge, Producers","Michael Mann, Pieter Jan Brugge","nm0000520,nm0115764",,,,,
0167404,72,1999,Title,BEST PICTURE,BEST PICTURE,an0055163,The Sixth Sense,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers","Frank Marshall, Kathleen Kennedy, Barry Mendel","nm0550881,nm0005086,nm0578814",,,,,
0241303,73,2000,Title,BEST PICTURE,BEST PICTURE,an0050789,Chocolat,"David Brown, Kit Golden and Leslie Holleran, Producers","David Brown, Kit Golden, Leslie Holleran","nm0113360,nm0325455,nm0390970",,,,,
0190332,73,2000,Title,BEST PICTURE,BEST PICTURE,an0050790,"Crouching Tiger, Hidden Dragon","Bill Kong, Hsu Li Kong and Ang Lee, Producers","Bill Kong, Hsu Li Kong, Ang Lee","nm0465067,nm0398836,nm0000487",,,,,
0195685,73,2000,Title,BEST PICTURE,BEST PICTURE,an0050791,Erin Brockovich,"Danny DeVito, Michael Shamberg and Stacey Sher, Producers","Danny DeVito, Michael Shamberg, Stacey Sher","nm0000362,nm0787834,nm0792049",,,,,
0172495,73,2000,Title,BEST PICTURE,BEST PICTURE,an0050788,Gladiator,"Douglas Wick, David Franzoni and Branko Lustig, Producers","Douglas Wick, David Franzoni, Branko Lustig","nm0926824,nm0291905,nm0527322",True,,,,
0181865,73,2000,Title,BEST PICTURE,BEST PICTURE,an0050792,Traffic,"Edward Zwick, Marshall Herskovitz and Laura Bickford, Producers","Edward Zwick, Marshall Herskovitz, Laura Bickford","nm0001880,nm0380980,nm0081046",,,,,
0268978,74,2001,Title,BEST PICTURE,BEST PICTURE,an0055377,A Beautiful Mind,"Brian Grazer and Ron Howard, Producers","Brian Grazer, Ron Howard","nm0004976,nm0000165",True,,,,
0280707,74,2001,Title,BEST PICTURE,BEST PICTURE,an0055378,Gosford Park,"Robert Altman, Bob Balaban and David Levy, Producers","Robert Altman, Bob Balaban, David Levy","nm0000265,nm0000837,nm0506379",,,,,
0247425,74,2001,Title,BEST PICTURE,BEST PICTURE,an0055379,In the Bedroom,"Graham Leader, Ross Katz and Todd Field, Producers","Graham Leader, Ross Katz, Todd Field","nm0494910,nm0441839,nm0276062",,,,,
0120737,74,2001,Title,BEST PICTURE,BEST PICTURE,an0055380,The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers","Peter Jackson, Fran Walsh, Barrie M. Osborne","nm0001392,nm0909638,nm0651614",,,,,
0203009,74,2001,Title,BEST PICTURE,BEST PICTURE,an0055381,Moulin Rouge,"Martin Brown, Baz Luhrmann and Fred Baron, Producers","Martin Brown, Baz Luhrmann, Fred Baron","nm0114213,nm0525303,nm0056236",,,,,
0299658,75,2002,Title,BEST PICTURE,BEST PICTURE,an0054903,Chicago,"Martin Richards, Producer",Martin Richards,nm0724237,True,,,,
0217505,75,2002,Title,BEST PICTURE,BEST PICTURE,an0054904,Gangs of New York,"Alberto Grimaldi and Harvey Weinstein, Producers","Alberto Grimaldi, Harvey Weinstein","nm0342090,nm0005544",,,,,
